Resource Type,Metric,Metric Display Name,Unit,Aggregation Type,Description,Enable for monitoring,Alert Type,Tag Name,Threshold,Threshold Sensitivity,Operator,Eval Frequency,Window Size,Failing Periods,Evaluation Periods,Aggregation Time,Alert Name,Alert Description,Severity
Microsoft.Cache/redis,usedmemoryRss2,Used Memory RSS (Shard 2),Bytes,Maximum,"The amount of cache memory used in MB including fragmentation and metadata. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,usedmemoryRss3,Used Memory RSS (Shard 3),Bytes,Maximum,"The amount of cache memory used in MB including fragmentation and metadata. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,usedmemoryRss4,Used Memory RSS (Shard 4),Bytes,Maximum,"The amount of cache memory used in MB including fragmentation and metadata. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,usedmemoryRss5,Used Memory RSS (Shard 5),Bytes,Maximum,"The amount of cache memory used in MB including fragmentation and metadata. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,usedmemoryRss6,Used Memory RSS (Shard 6),Bytes,Maximum,"The amount of cache memory used in MB including fragmentation and metadata. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,usedmemoryRss7,Used Memory RSS (Shard 7),Bytes,Maximum,"The amount of cache memory used in MB including fragmentation and metadata. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,usedmemoryRss8,Used Memory RSS (Shard 8),Bytes,Maximum,"The amount of cache memory used in MB including fragmentation and metadata. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redis,usedmemoryRss9,Used Memory RSS (Shard 9),Bytes,Maximum,"The amount of cache memory used in MB including fragmentation and metadata. For more details see https://aka.ms/redis/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,cachehits,Cache Hits,Count,Total (Sum),"The number of successful key lookups. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,cacheLatency,Cache Latency Microseconds (Preview),Count,Average,"The latency to the cache in microseconds. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,cachemisses,Cache Misses,Count,Total (Sum),"The number of failed key lookups. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,cacheRead,Cache Read,BytesPerSecond,Maximum,"The amount of data read from the cache in Megabytes per second (MB/s). For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,cacheWrite,Cache Write,BytesPerSecond,Maximum,"The amount of data written to the cache in Megabytes per second (MB/s). For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,connectedclients,Connected Clients,Count,Maximum,"The number of client connections to the cache. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,evictedkeys,Evicted Keys,Count,Total (Sum),"The number of items evicted from the cache. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,expiredkeys,Expired Keys,Count,Total (Sum),"The number of items expired from the cache. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,geoReplicationHealthy,Geo Replication Healthy,Count,Maximum,"The health of geo replication in an Active Geo-Replication group. 0 represents Unhealthy and 1 represents Healthy. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,getcommands,Gets,Count,Total (Sum),"The number of get operations from the cache. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,operationsPerSecond,Operations Per Second,Count,Maximum,"The number of instantaneous operations per second executed on the cache. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,percentProcessorTime,CPU,Percent,Maximum,"The CPU utilization of the Azure Redis Cache server as a percentage. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,serverLoad,Server Load,Percent,Maximum,"The percentage of cycles in which the Redis server is busy processing and not waiting idle for messages. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,setcommands,Sets,Count,Total (Sum),"The number of set operations to the cache. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,totalcommandsprocessed,Total Operations,Count,Total (Sum),"The total number of commands processed by the cache server. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,totalkeys,Total Keys,Count,Maximum,"The total number of items in the cache. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,usedmemory,Used Memory,Bytes,Maximum,"The amount of cache memory used for key/value pairs in the cache in MB. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cache/redisEnterprise,usedmemorypercentage,Used Memory Percentage,Percent,Maximum,"The percentage of cache memory used for key/value pairs. For more details see https://aka.ms/redis/enterprise/metrics.""",,,,,,,,,,,,,,
Microsoft.Cdn/cdnwebapplicationfirewallpolicies,WebApplicationFirewallRequestCount,Web Application Firewall Request Count,Count,Total (Sum),The number of client requests processed by the Web Application Firewall,,,,,,,,,,,,,,
Microsoft.Cdn/edgeactions,action_execution_latency,Action Execution Time,Milliseconds,Average,Time taken to execute the action code.,,,,,,,,,,,,,,
Microsoft.Cdn/profiles,OriginLatency,Origin Latency,MilliSeconds,Average,The time calculated from when the request was sent by AFDX edge to the backend until AFDX received the last response byte from the backend.,,,,,,,,,,,,,,
Microsoft.Cdn/profiles,TotalLatency,Total Latency,MilliSeconds,Average,The time calculated from when the client request was received by the HTTP/S proxy until the client acknowledged the last response byte from the HTTP/S proxy,,,,,,,,,,,,,,
Microsoft.CodeSigning/codesigningaccounts,SignCompleted,SignCompleted,Count,"Count, Sum",Completed Sign Request,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts,ActionIdOccurrences,Action Occurences,Count,Total (Sum),Number of times each action appears.,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts,ActionsPerEvent,Actions Per Event,Count,Average,Number of actions per event.,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts/projects,AgentEvents,Agent Events (Preview),Count,"Total (Sum), Average, Maximum, Minimum",Number of events for AI Agents in this project.,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts/projects,AgentInputTokens,Agent Input Tokens (Preview),Count,"Total (Sum), Average, Maximum, Minimum",Number of input tokens for AI Agents in this project.,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts/projects,AgentMessages,Agent User Messages (Preview),Count,"Total (Sum), Average, Maximum, Minimum",Number of events for AI Agent user messages in this project.,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts/projects,AgentOutputTokens,Agent Output Tokens (Preview),Count,"Total (Sum), Average, Maximum, Minimum",Number of output tokens for AI Agents in this project.,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts/projects,AgentRuns,Agent Runs (Preview),Count,"Total (Sum), Average, Maximum, Minimum",Number of runs by AI Agents in this project.,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts/projects,AgentThreads,Agent Threads (Preview),Count,"Total (Sum), Average, Maximum, Minimum",Number of events for AI Agent threads in this project.,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts/projects,AgentToolCalls,Agent Tool Calls (Preview),Count,"Total (Sum), Average, Maximum, Minimum",Number of tool calls made by AI Agents in this project.,,,,,,,,,,,,,,
Microsoft.CognitiveServices/accounts/projects,AgentUsageIndexedFiles,Agent Usage Indexed Files (Preview),Count,"Total (Sum), Average, Maximum, Minimum",Number of files indexed for AI Agent usage like retrieval in this project.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,AcsCallAutomationCallbackEvent,Call Automation Callback Event,Count,Count,Count of the Communication Call Automation Callback events.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,APIRequestAuthentication,Authentication API Requests,Count,Count,Count of all requests against the Communication Services Authentication endpoint.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,APIRequestCallAutomation,Call Automation API Requests,Count,Count,Count of all requests against the Communication Call Automation endpoint.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,APIRequestCallRecording,Call Recording API Requests,Count,Count,Count of all requests against the Communication Services Call Recording endpoint.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,APIRequestChat,Chat API Requests,Count,Count,Count of all requests against the Communication Services Chat endpoint.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,ApiRequestRooms,Rooms API Requests,Count,Count,Count of all requests against the Communication Services Rooms endpoint.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,ApiRequestRouter,Job Router API Requests,Count,Total (Sum),Total number of requests against the Communication Services Job Router endpoint.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,ApiRequests,Email Service API Requests,Count,Count,Email Communication Services API request metric for the data-plane API surface.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,APIRequestsAdvancedMessaging,Advanced Messaging API Requests,Count,Count,Count of all requests against the Communication Services Advanced Messaging endpoint.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,APIRequestSMS,SMS API Requests,Count,Count,Count of all requests against the Communication Services SMS endpoint.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,DeliveryStatusUpdate,Email Service Delivery Status Updates,Count,Count,Email Communication Services message delivery results.,,,,,,,,,,,,,,
Microsoft.Communication/CommunicationServices,UserEngagement,Email Service User Engagement,Count,Count,Email Communication Services user engagement metrics.,,,,,,,,,,,,,,
Microsoft.Compute/cloudservices,Available Memory Bytes,Available Memory Bytes,Bytes,Average,Amount of physical memory in bytes immediately available for allocation to a process or for system use in the Virtual Machine,,,,,,,,,,,,,,
Microsoft.Compute/cloudservices,Available Memory Percentage,Available Memory Percentage,Percent,Average,Amount of physical memory in percentage immediately available for allocation to a process or for system use in the Virtual Machine,,,,,,,,,,,,,,
Microsoft.Compute/cloudservices,Disk Read Bytes,Disk Read Bytes,Bytes,Total (Sum),Bytes read from disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/cloudservices,Disk Read Operations/Sec,Disk Read Operations/Sec,CountPerSecond,Average,Disk Read IOPS,,,,,,,,,,,,,,
Microsoft.Compute/cloudservices,Disk Write Bytes,Disk Write Bytes,Bytes,Total (Sum),Bytes written to disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/cloudservices,Disk Write Operations/Sec,Disk Write Operations/Sec,CountPerSecond,Average,Disk Write IOPS,,,,,,,,,,,,,,
Microsoft.Compute/cloudservices,Network In Total,Network In Total,Bytes,Total (Sum),The number of bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic),,,,,,,,,,,,,,
Microsoft.Compute/cloudservices,Network Out Total,Network Out Total,Bytes,Total (Sum),The number of bytes out on all network interfaces by the Virtual Machine(s) (Outgoing Traffic),,,,,,,,,,,,,,
Microsoft.Compute/cloudservices,Percentage CPU,Percentage CPU,Percent,Average,The percentage of allocated compute units that are currently in use by the Virtual Machine(s),,,,,,,,,,,,,,
Microsoft.Compute/cloudServices/roles,Available Memory Bytes,Available Memory Bytes (Preview),Bytes,Average,Amount of physical memory in bytes immediately available for allocation to a process or for system use in the Virtual Machine,,,,,,,,,,,,,,
Microsoft.Compute/cloudServices/roles,Disk Read Bytes,Disk Read Bytes,Bytes,Total (Sum),Bytes read from disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/cloudServices/roles,Disk Read Operations/Sec,Disk Read Operations/Sec,CountPerSecond,Average,Disk Read IOPS,,,,,,,,,,,,,,
Microsoft.Compute/cloudServices/roles,Disk Write Bytes,Disk Write Bytes,Bytes,Total (Sum),Bytes written to disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/cloudServices/roles,Disk Write Operations/Sec,Disk Write Operations/Sec,CountPerSecond,Average,Disk Write IOPS,,,,,,,,,,,,,,
Microsoft.Compute/cloudServices/roles,Network In Total,Network In Total,Bytes,Total (Sum),The number of bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic),,,,,,,,,,,,,,
Microsoft.Compute/cloudServices/roles,Network Out Total,Network Out Total,Bytes,Total (Sum),The number of bytes out on all network interfaces by the Virtual Machine(s) (Outgoing Traffic),,,,,,,,,,,,,,
Microsoft.Compute/cloudServices/roles,Percentage CPU,Percentage CPU,Percent,Average,The percentage of allocated compute units that are currently in use by the Virtual Machine(s),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Available Memory Bytes,Available Memory Bytes,Bytes,Average,Amount of physical memory in bytes immediately available for allocation to a process or for system use in the Virtual Machine,,,,500000,,LessThan,PT5M,PT5M,,,Average,,,0
Microsoft.Compute/virtualMachines,Available Memory Bytes,Available Memory Bytes,Bytes,Average,Amount of physical memory in bytes immediately available for allocation to a process or for system use in the Virtual Machine,,,,1000000,,LessThan,PT5M,PT5M,,,Average,,,1
Microsoft.Compute/virtualMachines,Available Memory Percentage,Available Memory Percentage,Percent,Average,Amount of physical memory in percentage immediately available for allocation to a process or for system use in the Virtual Machine,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,CPU Credits Consumed,CPU Credits Consumed,Count,Average,Total number of credits consumed by the Virtual Machine. Only available on B-series burstable VMs,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,CPU Credits Remaining,CPU Credits Remaining,Count,Average,Total number of credits available to burst. Only available on B-series burstable VMs,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Bandwidth Consumed Percentage,Data Disk Bandwidth Consumed Percentage,Percent,Average,Percentage of data disk bandwidth consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk IOPS Consumed Percentage,Data Disk IOPS Consumed Percentage,Percent,Average,Percentage of data disk I/Os consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Latency,Data Disk Latency,Milliseconds,Average,Average time to complete each IO during monitoring period for Data Disk. Values are in milliseconds.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Max Burst Bandwidth,Data Disk Max Burst Bandwidth,Count,Average,Maximum bytes per second throughput Data Disk can achieve with bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Max Burst IOPS,Data Disk Max Burst IOPS,Count,Average,Maximum IOPS Data Disk can achieve with bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Queue Depth,Data Disk Queue Depth,Count,Average,Data Disk Queue Depth(or Queue Length),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Read Bytes/sec,Data Disk Read Bytes/Sec,BytesPerSecond,Average,Bytes/Sec read from a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Read Operations/Sec,Data Disk Read Operations/Sec,CountPerSecond,Average,Read IOPS from a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Target Bandwidth,Data Disk Target Bandwidth,Count,Average,Baseline bytes per second throughput Data Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Target IOPS,Data Disk Target IOPS,Count,Average,Baseline IOPS Data Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Used Burst BPS Credits Percentage,Data Disk Used Burst BPS Credits Percentage,Percent,Average,Percentage of Data Disk burst bandwidth credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Used Burst IO Credits Percentage,Data Disk Used Burst IO Credits Percentage,Percent,Average,Percentage of Data Disk burst I/O credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Write Bytes/sec,Data Disk Write Bytes/Sec,BytesPerSecond,Average,Bytes/Sec written to a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Data Disk Write Operations/Sec,Data Disk Write Operations/Sec,CountPerSecond,Average,Write IOPS from a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Disk Read Bytes,Disk Read Bytes,Bytes,Total (Sum),Bytes read from disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Disk Read Operations/Sec,Disk Read Operations/Sec,CountPerSecond,Average,Disk Read IOPS,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Disk Write Bytes,Disk Write Bytes,Bytes,Total (Sum),Bytes written to disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Disk Write Operations/Sec,Disk Write Operations/Sec,CountPerSecond,Average,Disk Write IOPS,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Inbound Flows,Inbound Flows,Count,Average,Inbound Flows are number of current flows in the inbound direction (traffic going into the VM),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Inbound Flows Maximum Creation Rate,Inbound Flows Maximum Creation Rate,CountPerSecond,Average,The maximum creation rate of inbound flows (traffic going into the VM),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Network In,Network In Billable (Deprecated),Bytes,Total (Sum),The number of billable bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic) (Deprecated),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Network In Total,Network In Total,Bytes,Total (Sum),The number of bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Network Out,Network Out Billable (Deprecated),Bytes,Total (Sum),The number of billable bytes out on all network interfaces by the Virtual Machine(s) (Outgoing Traffic) (Deprecated),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Network Out Total,Network Out Total,Bytes,Total (Sum),The number of bytes out on all network interfaces by the Virtual Machine(s) (Outgoing Traffic),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Bandwidth Consumed Percentage,OS Disk Bandwidth Consumed Percentage,Percent,Average,Percentage of operating system disk bandwidth consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk IOPS Consumed Percentage,OS Disk IOPS Consumed Percentage,Percent,Average,Percentage of operating system disk I/Os consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Latency,OS Disk Latency,Milliseconds,Average,Average time to complete each IO during monitoring period for OS Disk. Values are in milliseconds.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Max Burst Bandwidth,OS Disk Max Burst Bandwidth,Count,Average,Maximum bytes per second throughput OS Disk can achieve with bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Max Burst IOPS,OS Disk Max Burst IOPS,Count,Average,Maximum IOPS OS Disk can achieve with bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Queue Depth,OS Disk Queue Depth,Count,Average,OS Disk Queue Depth(or Queue Length),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Read Bytes/sec,OS Disk Read Bytes/Sec,BytesPerSecond,Average,Bytes/Sec read from a single disk during monitoring period for OS disk,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Read Operations/Sec,OS Disk Read Operations/Sec,CountPerSecond,Average,Read IOPS from a single disk during monitoring period for OS disk,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Target Bandwidth,OS Disk Target Bandwidth,Count,Average,Baseline bytes per second throughput OS Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Target IOPS,OS Disk Target IOPS,Count,Average,Baseline IOPS OS Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Used Burst BPS Credits Percentage,OS Disk Used Burst BPS Credits Percentage,Percent,Average,Percentage of OS Disk burst bandwidth credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Used Burst IO Credits Percentage,OS Disk Used Burst IO Credits Percentage,Percent,Average,Percentage of OS Disk burst I/O credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Write Bytes/sec,OS Disk Write Bytes/Sec,BytesPerSecond,Average,Bytes/Sec written to a single disk during monitoring period for OS disk,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,OS Disk Write Operations/Sec,OS Disk Write Operations/Sec,CountPerSecond,Average,Write IOPS from a single disk during monitoring period for OS disk,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Outbound Flows,Outbound Flows,Count,Average,Outbound Flows are number of current flows in the outbound direction (traffic going out of the VM),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Outbound Flows Maximum Creation Rate,Outbound Flows Maximum Creation Rate,CountPerSecond,Average,The maximum creation rate of outbound flows (traffic going out of the VM),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Percentage CPU,Percentage CPU,Percent,Average,The percentage of allocated compute units that are currently in use by the Virtual Machine(s),,Dynamic,,80,Low,GreaterOrLessThan,PT5M,PT5M,4,4,Average,,,2
Microsoft.Compute/virtualMachines,Percentage CPU,Percentage CPU,Percent,Average,The percentage of allocated compute units that are currently in use by the Virtual Machine(s),,Dynamic,,90,Low,GreaterOrLessThan,PT5M,PT5M,5,5,Average,,,1
Microsoft.Compute/virtualMachines,Percentage CPU,Percentage CPU,Percent,Average,The percentage of allocated compute units that are currently in use by the Virtual Machine(s),,,,95,,GreaterThanOrEqual,PT5M,PT5M,,,Average,,,0
Microsoft.Compute/virtualMachines,Premium Data Disk Cache Read Hit,Premium Data Disk Cache Read Hit,Percent,Average,Premium Data Disk Cache Read Hit,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Premium Data Disk Cache Read Miss,Premium Data Disk Cache Read Miss,Percent,Average,Premium Data Disk Cache Read Miss,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Premium OS Disk Cache Read Hit,Premium OS Disk Cache Read Hit,Percent,Average,Premium OS Disk Cache Read Hit,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Premium OS Disk Cache Read Miss,Premium OS Disk Cache Read Miss,Percent,Average,Premium OS Disk Cache Read Miss,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Temp Disk Latency,Temp Disk Latency (Preview),Milliseconds,Average,Average time to complete each IO during monitoring period for Temp Disk. Values are in milliseconds.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Temp Disk Queue Depth,Temp Disk Queue Depth,Count,Average,Temp Disk Queue Depth(or Queue Length).,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Temp Disk Read Bytes/sec,Temp Disk Read Bytes/Sec,BytesPerSecond,Average,Bytes/Sec read from a single disk during monitoring period for Temp Disk.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Temp Disk Read Operations/Sec,Temp Disk Read Operations/Sec,CountPerSecond,Average,Read IOPS from a single disk during monitoring period for Temp Disk.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Temp Disk Write Bytes/sec,Temp Disk Write Bytes/Sec,BytesPerSecond,Average,Bytes/Sec written to a single disk during monitoring period for Temp Disk.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,Temp Disk Write Operations/Sec,Temp Disk Write Operations/Sec,CountPerSecond,Average,Write IOPS from a single disk during monitoring period for Temp Disk.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,VM Cached Bandwidth Consumed Percentage,VM Cached Bandwidth Consumed Percentage,Percent,Average,Percentage of cached disk bandwidth consumed by the VM. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,VM Cached IOPS Consumed Percentage,VM Cached IOPS Consumed Percentage,Percent,Average,Percentage of cached disk IOPS consumed by the VM. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,VM Local Used Burst BPS Credits Percentage,VM Cached Used Burst BPS Credits Percentage,Percent,"Average, Minimum, Maximum",Percentage of Cached Burst BPS Credits used by the VM.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,VM Local Used Burst IO Credits Percentage,VM Cached Used Burst IO Credits Percentage,Percent,"Average, Minimum, Maximum",Percentage of Cached Burst IO Credits used by the VM.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,VM Remote Used Burst BPS Credits Percentage,VM Uncached Used Burst BPS Credits Percentage,Percent,"Average, Minimum, Maximum",Percentage of Uncached Burst BPS Credits used by the VM.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,VM Remote Used Burst IO Credits Percentage,VM Uncached Used Burst IO Credits Percentage,Percent,"Average, Minimum, Maximum",Percentage of Uncached Burst IO Credits used by the VM.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,VM Uncached Bandwidth Consumed Percentage,VM Uncached Bandwidth Consumed Percentage,Percent,Average,Percentage of uncached disk bandwidth consumed by the VM. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,VM Uncached IOPS Consumed Percentage,VM Uncached IOPS Consumed Percentage,Percent,Average,Percentage of uncached disk IOPS consumed by the VM. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachines,VmAvailabilityMetric,VM Availability Metric (Preview),Count,"Average, Minimum, Maximum",Measure of Availability of Virtual machines over time.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Available Memory Bytes,Available Memory Bytes,Bytes,Average,Amount of physical memory in bytes immediately available for allocation to a process or for system use in the Virtual Machine,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Available Memory Percentage,Available Memory Percentage,Percent,Average,Amount of physical memory in percentage immediately available for allocation to a process or for system use in the Virtual Machine,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,CPU Credits Consumed,CPU Credits Consumed,Count,Average,Total number of credits consumed by the Virtual Machine. Only available on B-series burstable VMs,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,CPU Credits Remaining,CPU Credits Remaining,Count,Average,Total number of credits available to burst. Only available on B-series burstable VMs,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Bandwidth Consumed Percentage,Data Disk Bandwidth Consumed Percentage,Percent,Average,Percentage of data disk bandwidth consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk IOPS Consumed Percentage,Data Disk IOPS Consumed Percentage,Percent,Average,Percentage of data disk I/Os consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Latency,Data Disk Latency,Milliseconds,Average,Average time to complete each IO during monitoring period for Data Disk. Values are in milliseconds.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Max Burst Bandwidth,Data Disk Max Burst Bandwidth,Count,Average,Maximum bytes per second throughput Data Disk can achieve with bursting,,,,,,,,,,,,,,
